InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
561118,22197,SMALL POPCORN HOLDER,5,2011-03-29 11:09:00,0.83,13514,France,4.15
551070,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-02-15 16:49:00,2.48,13105,Spain,19.84
538938,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-02-19 07:50:00,4.12,13428,United Kingdom,32.96
562676,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-04-13 15:43:00,7.42,14483,United Kingdom,22.26
539588,23298,SPOTTY BUNTING,9,2011-02-07 14:54:00,5.36,13145,United Kingdom,48.24
581088,22383,LUNCH BAG SUKI DESIGN,3,2010-12-21 18:33:00,1.64,13675,United Kingdom,4.92
571544,23084,RABBIT NIGHT LIGHT,7,2011-11-26 13:17:00,2.04,12348,United Kingdom,14.28
543838,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-12-08 13:36:00,4.48,16331,Ireland,17.92
576922,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-03-12 11:38:00,3.68,14209,United Kingdom,11.04
561048,22178,VICTORIAN GLASS HANGING T-LIGHT,15,2010-12-19 10:24:00,1.43,13871,United Kingdom,21.45
538194,22632,HAND WARMER RED POLKA DOT,6,2011-07-31 13:25:00,1.74,12438,United Kingdom,10.44
537463,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2011-02-04 19:13:00,3.63,13622,United Kingdom,47.19
539201,21755,LOVE BUILDING BLOCK WORD,3,2011-02-05 19:15:00,5.7,12351,United Kingdom,17.1
542820,22961,JAM MAKING SET PRINTED,1,2011-05-22 07:41:00,1.31,13252,United Kingdom,1.31
570867,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-05-19 12:10:00,3.1,12938,United Kingdom,3.1
570349,22961,JAM MAKING SET PRINTED,7,2011-08-04 10:52:00,1.58,13155,United Kingdom,11.06
548673,21931,JUMBO STORAGE BAG SUKI,3,2011-03-12 09:18:00,2.0,14193,Germany,6.0
563579,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2011-02-13 10:11:00,4.29,12581,United Kingdom,64.35
546430,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-04-17 07:34:00,0.43,12946,United Kingdom,2.58
581636,22086,PAPER CHAIN KIT 50'S CHRISTMAS,14,2010-12-21 17:58:00,3.34,13701,Ireland,46.76
560288,22961,JAM MAKING SET PRINTED,9,2011-02-20 14:05:00,1.64,13764,United Kingdom,14.76
574901,71053,WHITE METAL LANTERN,4,2011-09-29 09:09:00,3.25,12509,France,13.0
585140,22138,BAKING SET 9 PIECE RETROSPOT,1,2011-09-12 13:53:00,5.11,12476,United Kingdom,5.11
536865,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2011-06-01 07:18:00,3.98,13332,United Kingdom,35.82
566431,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-05-31 19:42:00,1.35,14149,Germany,1.35
577085,22633,HAND WARMER UNION JACK,3,2011-07-31 11:49:00,1.78,13672,United Kingdom,5.34
579588,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-09-19 07:25:00,4.03,13320,United Kingdom,56.42
555331,21931,JUMBO STORAGE BAG SUKI,14,2010-12-12 17:06:00,1.89,13584,Ireland,26.46
578430,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-11 17:41:00,2.33,13298,United Kingdom,11.65
578903,22632,HAND WARMER RED POLKA DOT,6,2011-01-02 09:59:00,1.75,13790,United Kingdom,10.5
578297,71053,WHITE METAL LANTERN,1,2011-05-11 14:26:00,3.12,13699,United Kingdom,3.12
561696,21755,LOVE BUILDING BLOCK WORD,12,2010-12-22 11:36:00,5.8,13456,United Kingdom,69.6
538995,23203,JUMBO BAG DOILEY PATTERNS,4,2010-12-08 07:40:00,2.38,15618,United Kingdom,9.52
548906,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-25 12:32:00,2.97,13530,Belgium,2.97
557940,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-12-27 17:03:00,4.32,13494,Netherlands,47.52
576087,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-03-16 17:24:00,4.02,13292,United Kingdom,24.12
572064,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2010-12-04 11:28:00,3.17,14883,Portugal,9.51
543297,20727,LUNCH BAG BLACK SKULL.,8,2010-12-03 10:06:00,1.78,13866,Ireland,14.24
586664,71053,WHITE METAL LANTERN,9,2010-12-17 12:50:00,3.39,13811,United Kingdom,30.51
541537,23203,JUMBO BAG DOILEY PATTERNS,3,2011-04-27 19:22:00,2.29,13383,United Kingdom,6.87
536817,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-06-20 07:25:00,2.8,12774,United Kingdom,19.6
565174,23298,SPOTTY BUNTING,5,2011-08-05 15:38:00,5.66,14700,Germany,28.3
564594,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-04-26 12:53:00,4.77,14852,Ireland,28.62
543629,23084,RABBIT NIGHT LIGHT,7,2011-04-16 10:57:00,2.35,13479,United Kingdom,16.45
576840,22633,HAND WARMER UNION JACK,8,2011-06-14 09:55:00,1.94,13084,Ireland,15.52
561270,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-02-18 18:27:00,4.62,14687,United Kingdom,18.48
578878,23298,SPOTTY BUNTING,2,2011-02-14 10:42:00,4.61,12877,United Kingdom,9.22
568571,85099B,JUMBO BAG RED RETROSPOT,12,2011-02-09 15:43:00,1.87,12799,France,22.44
537855,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-10-28 07:50:00,3.93,12728,United Kingdom,23.58
580615,22178,VICTORIAN GLASS HANGING T-LIGHT,8,2011-02-13 13:19:00,1.13,13771,Ireland,9.04
563385,22197,SMALL POPCORN HOLDER,5,2011-02-06 11:38:00,0.78,15684,United Kingdom,3.9
551032,22960,JAM MAKING SET WITH JARS,14,2010-12-02 17:06:00,3.86,13450,United Kingdom,54.04
544278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-02 15:09:00,2.78,13637,United Kingdom,16.68
539405,22960,JAM MAKING SET WITH JARS,5,2010-12-16 09:50:00,4.69,16464,United Kingdom,23.45
581395,21754,HOME BUILDING BLOCK WORD,10,2011-06-01 19:11:00,6.3,12368,United Kingdom,63.0
582461,22960,JAM MAKING SET WITH JARS,5,2011-09-29 10:36:00,3.98,12611,United Kingdom,19.9
571754,22961,JAM MAKING SET PRINTED,10,2011-02-10 11:46:00,1.33,12965,Netherlands,13.3
568795,21755,LOVE BUILDING BLOCK WORD,5,2011-05-20 13:54:00,5.72,12846,United Kingdom,28.6
581582,21071,VINTAGE BILLBOARD DRINK ME MUG,11,2010-12-14 11:05:00,0.99,13447,United Kingdom,10.89
575553,22197,SMALL POPCORN HOLDER,1,2011-09-13 10:39:00,0.78,14561,United Kingdom,0.78
548921,22197,SMALL POPCORN HOLDER,1,2010-12-11 11:09:00,0.81,13464,United Kingdom,0.81
547085,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-02-08 18:10:00,3.15,14357,Ireland,18.9
586664,22197,SMALL POPCORN HOLDER,1,2010-12-17 12:50:00,0.91,13811,United Kingdom,0.91
545911,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-05-17 09:14:00,3.48,14862,United Kingdom,20.88
572335,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-05-14 15:29:00,4.15,14094,United Kingdom,4.15
542672,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,2011-11-28 09:33:00,1.91,14715,Belgium,9.55
539372,84879,ASSORTED COLOUR BIRD ORNAMENT,20,2011-04-15 09:30:00,1.89,12863,United Kingdom,37.8
569625,21931,JUMBO STORAGE BAG SUKI,6,2011-08-09 17:28:00,1.8,12829,United Kingdom,10.8
568343,22138,BAKING SET 9 PIECE RETROSPOT,4,2011-05-14 13:57:00,5.43,12471,Ireland,21.72
583236,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2011-07-31 12:45:00,0.42,13093,United Kingdom,5.46
542176,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-12-16 15:43:00,0.45,13545,United Kingdom,3.15
553533,21754,HOME BUILDING BLOCK WORD,10,2011-02-10 12:17:00,6.1,13098,United Kingdom,61.0
542184,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2010-12-15 14:54:00,2.19,13545,United Kingdom,2.19
553831,23298,SPOTTY BUNTING,2,2011-06-06 13:33:00,5.11,14344,United Kingdom,10.22
585049,20727,LUNCH BAG BLACK SKULL.,15,2010-12-08 10:57:00,1.63,13469,United Kingdom,24.45
584450,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-09-14 07:35:00,1.65,13010,United Kingdom,6.6
574530,23084,RABBIT NIGHT LIGHT,10,2011-07-30 07:04:00,2.12,12826,United Kingdom,21.2
580057,22383,LUNCH BAG SUKI DESIGN,1,2011-09-13 16:20:00,1.89,13377,United Kingdom,1.89
553220,22178,VICTORIAN GLASS HANGING T-LIGHT,9,2011-11-02 10:12:00,1.28,13087,United Kingdom,11.52
584576,21755,LOVE BUILDING BLOCK WORD,3,2011-02-18 14:34:00,5.99,13408,Ireland,17.97
555433,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-24 14:02:00,1.52,16165,United Kingdom,12.16
569889,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-02-10 14:46:00,3.97,12395,United Kingdom,3.97
564857,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-06-10 14:18:00,4.55,15587,United Kingdom,4.55
572851,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-04-25 12:00:00,3.97,12725,Belgium,39.7
537147,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-06-19 11:41:00,0.4,12598,France,3.6
555375,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-05-15 08:11:00,4.0,13315,Ireland,16.0
540154,20727,LUNCH BAG BLACK SKULL.,8,2010-12-26 11:31:00,1.64,13835,United Kingdom,13.12
565658,21754,HOME BUILDING BLOCK WORD,4,2011-04-04 11:03:00,5.6,13538,United Kingdom,22.4
567584,22960,JAM MAKING SET WITH JARS,10,2010-12-02 08:04:00,4.18,13427,United Kingdom,41.8
570300,23203,JUMBO BAG DOILEY PATTERNS,1,2011-07-21 16:07:00,1.99,13998,United Kingdom,1.99
585270,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-09-12 13:40:00,2.26,12975,Germany,4.52
579663,23298,SPOTTY BUNTING,10,2011-05-11 13:25:00,5.56,12881,United Kingdom,55.6
554106,22961,JAM MAKING SET PRINTED,1,2011-03-15 19:13:00,1.32,15665,Germany,1.32
564949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-11-05 11:07:00,2.93,12734,United Kingdom,26.37
543682,23084,RABBIT NIGHT LIGHT,2,2011-06-19 18:33:00,2.14,12548,United Kingdom,4.28
539624,84406B,CREAM CUPID HEARTS COAT HANGER,16,2011-05-24 15:31:00,2.74,13050,Netherlands,43.84
574029,71053,WHITE METAL LANTERN,4,2011-02-05 12:40:00,3.41,15168,United Kingdom,13.64
563600,23298,SPOTTY BUNTING,4,2011-06-20 07:03:00,4.72,12744,United Kingdom,18.88
576198,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-03-06 09:42:00,2.53,13300,United Kingdom,22.77
540379,20727,LUNCH BAG BLACK SKULL.,1,2011-05-13 12:52:00,1.54,12926,United Kingdom,1.54
566012,21754,HOME BUILDING BLOCK WORD,11,2010-12-27 15:25:00,6.35,13424,United Kingdom,69.85
553972,21754,HOME BUILDING BLOCK WORD,10,2010-12-13 13:09:00,6.32,13641,United Kingdom,63.2
570882,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-04-09 11:17:00,0.44,12375,Ireland,1.76
582400,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-04-21 10:51:00,3.0,14343,United Kingdom,3.0
576765,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-25 07:58:00,2.3,12547,United Kingdom,23.0
567575,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-03-07 14:29:00,4.52,14631,Ireland,13.56
574423,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-02-04 18:36:00,1.39,14263,Belgium,1.39
559576,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,2011-09-25 17:20:00,2.06,13178,Ireland,6.18
552981,22197,SMALL POPCORN HOLDER,4,2011-02-05 15:56:00,0.86,14340,United Kingdom,3.44
579419,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-07-24 13:17:00,2.81,12583,United Kingdom,25.29
581627,22633,HAND WARMER UNION JACK,6,2011-03-05 15:44:00,1.85,13701,Ireland,11.1
575708,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-11-05 17:08:00,4.03,14494,United Kingdom,12.09
562889,21931,JUMBO STORAGE BAG SUKI,4,2011-06-04 11:12:00,1.86,13058,United Kingdom,7.44
537355,20727,LUNCH BAG BLACK SKULL.,6,2011-07-24 14:34:00,1.52,13395,United Kingdom,9.12
543637,85099B,JUMBO BAG RED RETROSPOT,12,2011-03-30 16:58:00,2.05,13479,United Kingdom,24.6
536538,23084,RABBIT NIGHT LIGHT,10,2011-06-23 18:43:00,2.09,13856,United Kingdom,20.9
576428,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-02-11 08:07:00,2.72,13172,United Kingdom,2.72
562359,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-02-07 11:28:00,1.88,14455,Netherlands,11.28
558851,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-03-02 13:54:00,2.33,14088,United Kingdom,2.33
579260,22632,HAND WARMER RED POLKA DOT,3,2011-08-18 10:23:00,1.88,13394,United Kingdom,5.64
579938,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-02-09 19:57:00,8.29,14482,United Kingdom,33.16
577463,22197,SMALL POPCORN HOLDER,4,2010-12-14 12:14:00,0.84,15798,Netherlands,3.36
539183,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-09-16 08:42:00,4.26,12351,United Kingdom,42.6
548432,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2011-08-30 14:29:00,2.15,12859,United Kingdom,17.2
577320,21755,LOVE BUILDING BLOCK WORD,3,2011-10-15 14:34:00,6.51,14545,France,19.53
564478,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-02-10 09:38:00,1.94,15110,United Kingdom,3.88
577620,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-06-19 08:27:00,5.5,13570,United Kingdom,33.0
540270,21754,HOME BUILDING BLOCK WORD,12,2010-12-01 07:00:00,6.02,13601,United Kingdom,72.24
549104,22960,JAM MAKING SET WITH JARS,4,2011-03-30 17:37:00,4.62,12495,United Kingdom,18.48
568017,23084,RABBIT NIGHT LIGHT,7,2011-09-14 10:06:00,2.0,12639,United Kingdom,14.0
580007,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-09-21 13:22:00,2.81,12768,Portugal,8.43
550012,21929,JUMBO BAG PINK VINTAGE PAISLEY,7,2011-02-08 17:56:00,2.38,12415,United Kingdom,16.66
548563,22960,JAM MAKING SET WITH JARS,14,2011-04-25 08:19:00,4.67,13123,United Kingdom,65.38
541107,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2010-12-06 10:16:00,3.57,13564,United Kingdom,39.27
538579,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-12-12 19:52:00,3.02,13420,United Kingdom,21.14
552562,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-06-26 10:34:00,3.49,13347,United Kingdom,20.94
540950,23203,JUMBO BAG DOILEY PATTERNS,10,2011-09-12 14:40:00,2.23,12750,Ireland,22.3
548904,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2010-12-14 07:31:00,4.27,13530,Belgium,68.32
563905,71053,WHITE METAL LANTERN,13,2010-12-05 19:32:00,3.07,13668,United Kingdom,39.91
572766,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2011-06-01 13:00:00,4.29,13409,United Kingdom,85.8
540690,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-06 07:04:00,7.6,14153,France,7.6
577404,22961,JAM MAKING SET PRINTED,2,2011-10-18 17:43:00,1.47,13174,United Kingdom,2.94
573030,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-09-21 17:07:00,4.15,12620,Portugal,37.35
555425,23203,JUMBO BAG DOILEY PATTERNS,3,2011-06-21 07:35:00,2.03,13138,United Kingdom,6.09
538323,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-05-03 07:27:00,7.51,13160,Portugal,67.59
577089,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-05-21 16:14:00,4.18,13672,United Kingdom,29.26
552472,21931,JUMBO STORAGE BAG SUKI,1,2011-05-21 14:33:00,1.87,12638,United Kingdom,1.87
539268,23084,RABBIT NIGHT LIGHT,8,2011-08-12 09:27:00,2.15,12733,Spain,17.2
537816,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-01-02 08:39:00,2.98,15336,Portugal,2.98
581893,22383,LUNCH BAG SUKI DESIGN,6,2011-06-05 13:05:00,1.6,12523,United Kingdom,9.6
565128,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-02-06 18:32:00,3.68,12435,United Kingdom,3.68
538547,22961,JAM MAKING SET PRINTED,14,2011-04-08 10:20:00,1.35,13506,United Kingdom,18.9
543090,22961,JAM MAKING SET PRINTED,15,2011-05-13 10:33:00,1.33,13655,United Kingdom,19.95
573506,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-09-01 07:22:00,2.81,13353,United Kingdom,11.24
542209,22633,HAND WARMER UNION JACK,4,2011-09-20 08:47:00,2.09,13318,United Kingdom,8.36
555517,22752,SET 7 BABUSHKA NESTING BOXES,17,2010-12-02 14:14:00,8.6,13477,Germany,146.2
555972,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2010-12-19 14:48:00,2.33,13411,United Kingdom,9.32
537362,22197,SMALL POPCORN HOLDER,19,2011-03-10 12:07:00,0.85,13395,United Kingdom,16.15
573342,20727,LUNCH BAG BLACK SKULL.,3,2010-12-17 10:01:00,1.71,13590,United Kingdom,5.13
542221,22197,SMALL POPCORN HOLDER,15,2011-02-15 19:55:00,0.81,12404,United Kingdom,12.15
556555,85099B,JUMBO BAG RED RETROSPOT,2,2011-02-11 12:09:00,1.98,12500,Ireland,3.96
557669,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-03-26 10:35:00,3.07,14746,United Kingdom,6.14
543295,22960,JAM MAKING SET WITH JARS,1,2011-04-24 08:59:00,4.17,13866,Ireland,4.17
572295,22633,HAND WARMER UNION JACK,6,2011-04-13 12:15:00,2.06,12365,United Kingdom,12.36
547410,23084,RABBIT NIGHT LIGHT,1,2010-12-10 10:49:00,2.25,13485,United Kingdom,2.25
555987,21212,PACK OF 72 RETROSPOT CAKE CASES,11,2011-06-01 13:22:00,0.41,13044,Belgium,4.51
554771,21931,JUMBO STORAGE BAG SUKI,2,2011-06-20 11:31:00,2.23,13096,United Kingdom,4.46
584719,23084,RABBIT NIGHT LIGHT,17,2011-09-17 11:43:00,1.93,12896,United Kingdom,32.81
567587,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-04-08 11:25:00,1.19,13427,United Kingdom,11.9
581124,21754,HOME BUILDING BLOCK WORD,8,2011-03-29 15:07:00,6.45,12549,United Kingdom,51.6
540977,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-12-06 17:51:00,3.14,16214,Germany,15.7
552149,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2011-03-03 14:13:00,2.16,12521,Ireland,17.28
552518,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-23 19:04:00,1.29,13492,United Kingdom,15.48
562143,20725,LUNCH BAG RED RETROSPOT,11,2011-03-02 14:05:00,1.51,12682,United Kingdom,16.61
560102,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-02-08 12:12:00,3.39,13723,United Kingdom,20.34
549626,21071,VINTAGE BILLBOARD DRINK ME MUG,4,2011-05-28 07:56:00,1.06,12779,United Kingdom,4.24
559256,22197,SMALL POPCORN HOLDER,5,2011-09-14 08:32:00,0.77,12383,Ireland,3.85
552947,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2011-02-20 09:45:00,3.48,12790,United Kingdom,66.12
537639,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-26 07:58:00,2.85,15006,Ireland,8.55
553946,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-05-14 13:46:00,3.04,12999,United Kingdom,21.28
585807,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-05-17 15:41:00,1.54,12533,United Kingdom,10.78
541857,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-03-15 07:08:00,7.03,12443,United Kingdom,56.24
560358,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-08-24 13:06:00,3.12,14442,United Kingdom,12.48
569517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-07-01 07:19:00,2.55,13107,United Kingdom,2.55
581298,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-02-28 18:33:00,2.69,13891,United Kingdom,29.59
578726,22178,VICTORIAN GLASS HANGING T-LIGHT,7,2011-11-01 15:24:00,1.19,12636,United Kingdom,8.33
581455,21071,VINTAGE BILLBOARD DRINK ME MUG,6,2011-08-20 18:39:00,1.19,13925,Germany,7.14
573897,22632,HAND WARMER RED POLKA DOT,3,2011-09-21 15:29:00,1.92,12976,Spain,5.76
579124,22632,HAND WARMER RED POLKA DOT,7,2011-08-20 18:37:00,2.02,13173,United Kingdom,14.14
582529,21212,PACK OF 72 RETROSPOT CAKE CASES,10,2011-06-18 18:51:00,0.38,12544,Ireland,3.8
539690,21929,JUMBO BAG PINK VINTAGE PAISLEY,6,2011-10-28 10:13:00,2.31,14629,United Kingdom,13.86
584594,21931,JUMBO STORAGE BAG SUKI,2,2010-12-20 15:21:00,2.02,15531,United Kingdom,4.04
561642,22383,LUNCH BAG SUKI DESIGN,11,2011-05-26 13:37:00,1.79,12477,France,19.69
559788,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-06-12 16:54:00,2.35,13359,Netherlands,18.8
571552,22138,BAKING SET 9 PIECE RETROSPOT,10,2011-03-13 08:57:00,5.61,12348,United Kingdom,56.1
555431,22197,SMALL POPCORN HOLDER,6,2011-03-13 08:51:00,0.88,13138,United Kingdom,5.28
536744,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-12-20 08:52:00,2.34,13842,United Kingdom,25.74
557499,22383,LUNCH BAG SUKI DESIGN,4,2011-02-28 17:23:00,1.67,14395,Netherlands,6.68
573199,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2010-12-03 09:26:00,3.03,15529,United Kingdom,12.12
565827,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-09-05 16:51:00,4.47,12356,Ireland,31.29
584777,21929,JUMBO BAG PINK VINTAGE PAISLEY,4,2010-12-11 08:32:00,1.89,15445,United Kingdom,7.56
579337,84406B,CREAM CUPID HEARTS COAT HANGER,12,2010-12-12 12:05:00,2.68,13602,Spain,32.16
552404,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-17 08:53:00,1.98,13183,United Kingdom,19.8
560501,23203,JUMBO BAG DOILEY PATTERNS,10,2010-12-07 14:10:00,2.18,13547,United Kingdom,21.8
567608,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-09-12 16:53:00,3.64,14549,United Kingdom,21.84
543638,21754,HOME BUILDING BLOCK WORD,11,2011-03-25 19:09:00,5.45,13479,United Kingdom,59.95
549138,20725,LUNCH BAG RED RETROSPOT,9,2010-12-02 19:30:00,1.86,13513,United Kingdom,16.74
581760,22383,LUNCH BAG SUKI DESIGN,1,2011-03-13 13:18:00,1.66,12390,Ireland,1.66
567644,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-07-03 16:54:00,2.41,13189,United Kingdom,16.87
578735,84406B,CREAM CUPID HEARTS COAT HANGER,13,2011-05-25 19:28:00,3.0,12636,United Kingdom,39.0
560899,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-04-05 17:55:00,1.17,14198,United Kingdom,1.17
557260,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-02-20 18:02:00,2.81,12740,United Kingdom,14.05
553523,22960,JAM MAKING SET WITH JARS,3,2011-09-12 10:32:00,4.31,13098,United Kingdom,12.93
585634,22197,SMALL POPCORN HOLDER,10,2011-05-19 17:19:00,0.8,13630,United Kingdom,8.0
542428,20727,LUNCH BAG BLACK SKULL.,9,2011-02-09 18:59:00,1.53,13022,United Kingdom,13.77
539028,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-02-09 17:21:00,3.0,13000,United Kingdom,18.0
555925,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2010-12-10 16:42:00,0.42,13775,United Kingdom,6.3
562627,21755,LOVE BUILDING BLOCK WORD,3,2011-03-18 16:44:00,5.75,13642,United Kingdom,17.25
563338,22197,SMALL POPCORN HOLDER,8,2011-03-16 13:07:00,0.87,13864,United Kingdom,6.96
555340,23203,JUMBO BAG DOILEY PATTERNS,3,2011-04-01 11:59:00,2.0,13584,Ireland,6.0
562226,23203,JUMBO BAG DOILEY PATTERNS,11,2011-05-05 13:54:00,2.28,13853,United Kingdom,25.08
577731,20725,LUNCH BAG RED RETROSPOT,7,2010-12-20 18:56:00,1.86,13472,Belgium,13.02
581580,23298,SPOTTY BUNTING,4,2011-03-01 09:15:00,4.78,13447,United Kingdom,19.12
555537,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2011-10-12 09:47:00,0.41,13285,United Kingdom,4.92
573484,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-06-19 13:10:00,3.15,13353,United Kingdom,22.05
542642,22383,LUNCH BAG SUKI DESIGN,5,2011-02-18 19:21:00,1.7,13148,United Kingdom,8.5
567160,22383,LUNCH BAG SUKI DESIGN,4,2011-06-19 15:50:00,1.71,14337,Germany,6.84
563449,22178,VICTORIAN GLASS HANGING T-LIGHT,1,2011-06-25 07:09:00,1.2,14720,United Kingdom,1.2
546387,21755,LOVE BUILDING BLOCK WORD,8,2011-06-19 10:25:00,6.03,13161,United Kingdom,48.24
552410,22633,HAND WARMER UNION JACK,4,2011-09-14 17:05:00,1.87,13183,United Kingdom,7.48
580634,21931,JUMBO STORAGE BAG SUKI,2,2011-07-30 07:47:00,1.92,14285,Ireland,3.84
540316,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2011-08-16 18:59:00,3.55,12990,United Kingdom,24.85
558985,21071,VINTAGE BILLBOARD DRINK ME MUG,7,2011-03-08 08:35:00,1.01,12945,United Kingdom,7.07
577207,22960,JAM MAKING SET WITH JARS,3,2010-12-05 09:26:00,4.54,13634,Germany,13.62
542367,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-05-17 14:29:00,4.04,13296,United Kingdom,8.08
565494,85099B,JUMBO BAG RED RETROSPOT,5,2011-05-30 14:02:00,2.2,13195,United Kingdom,11.0
586876,20727,LUNCH BAG BLACK SKULL.,6,2011-02-14 12:05:00,1.78,13457,United Kingdom,10.68
569310,21755,LOVE BUILDING BLOCK WORD,3,2011-04-21 16:54:00,5.53,14403,United Kingdom,16.59
